FormattedTitle;primary_code;index_entry;parsedCodes;tags;priority;id;charCount
Absence de glandes ou de canaux salivaires;Q38.4;Absence;"[""Q38.4""]";[];0;277;42
Absence de luette;Q38.5;Absence;"[""Q38.5""]";[];0;278;17
Absence de l’œsophage;Q39.8;Absence;"[""Q39.8""]";[];0;279;21
Atrésie congénitales de l’intestin grêle;Q41;Absence;"[""Q41""]";[];0;280;40
Sténose congénitales de l’intestin grêle;Q41;Absence;"[""Q41""]";[];0;281;40
Agénesie congénitales de l’intestin grêle;Q41;Absence;"[""Q41""]";[];0;282;41
Agénesie congénitales du duodénum;Q41.0;Absence;"[""Q41.0""]";[];0;283;33
Atrésie congénitales du duodénum;Q41.0;Absence;"[""Q41.0""]";[];0;284;32
Sténose congénitales du duodénum;Q41.0;Absence;"[""Q41.0""]";[];0;285;32
Agenesie congénitales du jéjunum;Q41.1;Absence;"[""Q41.1""]";[];0;286;32
Atrésie congénitales du jéjunum;Q41.1;Absence;"[""Q41.1""]";[];0;287;31
Sténose congénitales du jéjunum;Q41.1;Absence;"[""Q41.1""]";[];0;288;31
Agenesie congénitales de l’iléon;Q41.2;Absence;"[""Q41.2""]";[];0;289;32
Atrésie congénitales de l’iléon;Q41.2;Absence;"[""Q41.2""]";[];0;290;31
Sténose congénitales de l’iléon;Q41.2;Absence;"[""Q41.2""]";[];0;291;31
Agenesie congénitales du côlon;Q42;Absence;"[""Q42""]";[];0;292;30
Atrésie congénitales du côlon;Q42;Absence;"[""Q42""]";[];0;293;29
Sténose congénitales du côlon;Q42;Absence;"[""Q42""]";[];0;294;29
"Agenesie congénitales du rectum; avec fistule";Q42.0;Absence;"[""Q42.0""]";[];0;295;45
"Atrésie congénitales du rectum; avec fistule";Q42.0;Absence;"[""Q42.0""]";[];0;296;44
"Sténose congénitales du rectum; avec fistule";Q42.0;Absence;"[""Q42.0""]";[];0;297;44
"Agenise congénitales du rectum; sans fistule";Q42.1;Absence;"[""Q42.1""]";[];0;298;44
"Atrésie congénitales du rectum; sans fistule";Q42.1;Absence;"[""Q42.1""]";[];0;299;44
"Sténose congénitales du rectum; sans fistule";Q42.1;Absence;"[""Q42.1""]";[];0;300;44
"Agénesie congénitales de l’anus; avec fistule";Q42.2;Absence;"[""Q42.2""]";[];0;301;45
"Atrésie congénitales de l’anus; avec fistule";Q42.2;Absence;"[""Q42.2""]";[];0;302;44
"Sténose congénitales de l’anus; avec fistule";Q42.2;Absence;"[""Q42.2""]";[];0;303;44
Agénesie de la vésicule biliaire;Q44.0;Absence;"[""Q44.0""]";[];0;304;32
Agénesie du foie;Q44.7;Absence;"[""Q44.7""]";[];0;305;16
Agénesie du pancréas;Q45.0;Absence;"[""Q45.0""]";[];0;306;20
Agénesie des voies digestives;Q45.8;Absence;"[""Q45.8""]";[];0;307;29
Agénesie des ovaires;Q50.0;Absence;"[""Q50.0""]";[];0;308;20
Agénesie d'un ovaire;Q50.0;Absence;"[""Q50.0""]";[];0;309;20
Agenesie de la trompe de Fallope ou du ligament large;Q50.6;Absence;"[""Q50.6""]";[];0;310;53
Agenesie du ligament large;Q50.6;Absence;"[""Q50.6""]";[];0;311;26
Agénesie de l’utérus;Q51.0;Absence;"[""Q51.0""]";[];0;312;20
Agénesie du col de l’utérus;Q51.5;Absence;"[""Q51.5""]";[];0;313;27
Agénesie de vagin;Q52.0;Absence;"[""Q52.0""]";[];0;314;17
Agénesie de la vulve;Q52.7;Absence;"[""Q52.7""]";[];0;315;20
Agénesie du testicule;Q55.0;Absence;"[""Q55.0""]";[];0;316;21
Agénesie du cordon spermatique;Q55.4;Absence;"[""Q55.4""]";[];0;317;30
Agenesie du pénis;Q55.5;Absence;"[""Q55.5""]";[];0;318;17
Agénesie du(es) rein(s);Q60;Absence;"[""Q60""]";[];0;319;23
Agénesie d’uretère;Q62.4;Absence;"[""Q62.4""]";[];0;320;18
Agénesie de la vessie;Q64.5;Absence;"[""Q64.5""]";[];0;321;21
Agénesie de l’urètre;Q64.5;Absence;"[""Q64.5""]";[];0;322;20
Agénesie de la rotule;Q74.1;Absence;"[""Q74.1""]";[];0;323;21
Agénesie d’os du crâne;Q75.8;Absence;"[""Q75.8""]";[];0;324;22
Agénesie des vertèbres;Q76.4;Absence;"[""Q76.4""]";[];0;325;22
Agenesie des côtes;Q76.6;Absence;"[""Q76.6""]";[];0;326;18
Agénesie du sternum;Q76.7;Absence;"[""Q76.7""]";[];0;327;19
Agenesie du diaphragme;Q79.1;Absence;"[""Q79.1""]";[];0;328;22
Agénesie du sein;Q83.0;Absence;"[""Q83.0""]";[];0;329;16
Agénesie du mamelon;Q83.2;Absence;"[""Q83.2""]";[];0;330;19
Agenesie de la rate;Q89.01;Absence;"[""Q89.01""]";[];0;331;19
Amputation d’un membre;Z89;Absence;"[""Z89""]";[];0;332;22
Amputation de doigts;Z89.0;Absence;"[""Z89.0""]";[];0;333;20
Amputation du poignet;Z89.1;Absence;"[""Z89.1""]";[];0;334;21
Amputation au-dessus du poignet;Z89.2;Absence;"[""Z89.2""]";[];0;335;31
Amputation pied et cheville;Z89.4;Absence;"[""Z89.4""]";[];0;336;27
"Amputation d’un membre inférieur; au niveau du genou ou au-dessous";Z89.5;Absence;"[""Z89.5""]";[];0;337;66
"Amputation d’un membre inférieur; au-dessus du genou";Z89.6;Absence;"[""Z89.6""]";[];0;338;52
Ablation du sein;Z90.1;Absence;"[""Z90.1""]";[];0;339;16
Ablation des seins;Z90.1;Absence;"[""Z90.1""]";[];0;340;18
Ablation d'une partie du poumon;Z90.2;Absence;"[""Z90.2""]";[];0;341;31
Ablation d'une partie d’estomac;Z90.3;Absence;"[""Z90.3""]";[];0;342;31
Ablation d'un rein;Z90.5;Absence;"[""Z90.5""]";[];0;343;18
Ablation d’un organe génital;Z90.7;Absence;"[""Z90.7""]";[];0;344;28
Agénesie du cæcum et du côlon;Q43.3;Absent;"[""Q43.3""]";[];0;345;29
Syndrome du tibia Absent;"Q79.8; G93.0";Absent;"[""Q79.8"";""G93.0""]";[];0;346;24
Polydactylie;"Q79.8; G93.0";Absent;"[""Q79.8"";""G93.0""]";[];0;347;12
kyste arachnoïdien;"Q79.8; G93.0";Absent;"[""Q79.8"";""G93.0""]";[];0;348;18
Glaucome Absolu;H44.5;Absolu;"[""H44.5""]";[];0;349;15
Trouble de l’Absorption et du transport des acides aminés;E72.0;Absorption;"[""E72.0""]";[];0;350;57
Histiocytose à cellules de Langerhans multifocale et multisystémique disséminée [Maladie d’Abt-Letterer-Siwe];C96.0;Abt;"[""C96.0""]";[];0;351;109
Abus d’alcool;F10.1;Abus;"[""F10.1""]";[];0;352;13
Abus chronique d’alcool;F10.2;Abus;"[""F10.2""]";[];0;353;23
Abus d’alcool avec sevrage;F10.3;Abus;"[""F10.3""]";[];0;354;26
Toxicomanie;Z71;Abus;"[""Z71""]";[];0;355;11
Acalculie de développement;F81.2;Acalculie;"[""F81.2""]";[];0;356;26
Acalculie;R48.8;Acalculie;"[""R48.8""]";[];0;357;9
Conjonctivite due à Acanthamoeba;"B60.1†; H13.1*";Acanthamoeba;"[""B60.1"";""H13.1""]";[];0;358;32
Kératoconjonctivite interstitielle à Acanthamœba;"B60.1†; H19.2*";Acanthamoeba;"[""B60.1"";""H19.2""]";[];0;359;48
Acanthamœbiose;B60.1;Acanthamœbiose;"[""B60.1""]";[];0;360;14
Acanthocéphalose;B83.8;Acanthocéphalose;"[""B83.8""]";[];0;361;16
Dermatose Acantholytique transitoire [Grover];L11.1;Acantholytique;"[""L11.1""]";[];0;362;45
Épidermolyse bulleuse létale Acantholytique;Q81.0;Acantholytique;"[""Q81.0""]";[];0;363;43
Acanthose buccale;K13.2;Acanthose;"[""K13.2""]";[];0;364;17
Acanthosis nigricans;L83;Acanthosis;"[""L83""]";[];0;365;20
Sujets exposés à la pédiculose;Z20.7;Acariase;"[""Z20.7""]";[];0;366;30
Sujets exposés à l’Acariase;Z20.7;Acariase;"[""Z20.7""]";[];0;367;27
Infestation par des Acariens;B88.9;Acarien;"[""B88.9""]";[];0;368;28
Acatalasie [Takahara];E80.3;Acatalasie;"[""E80.3""]";[];0;369;21
Accélération de la vitesse de sédimentation;R70.0;Accélération;"[""R70.0""]";[];0;370;43
Déficit héréditaire en globuline AC (Accélératrice);D68.22;Accélératrice;"[""D68.22""]";[];0;371;51
Angine sevère;I20.0;Accéléré;"[""I20.0""]";[];0;372;13
PR court;I45.6;Accéléré;"[""I45.6""]";[];0;373;8
Dysmorphie faciale-retard staturo-pondéral;Q87.3;Accéléré;"[""Q87.3""]";[];0;374;42
Syndrome de maturation osseuse Accélérée;Q87.3;Accéléré;"[""Q87.3""]";[];0;375;40
Accidents ischémiques cérébraux transitoires [AIT];G45;Accident;"[""G45""]";[];0;376;50
Accident cardio-vasculaire;I51.6;Accident;"[""I51.6""]";"[""""]";0;377;26
Accident vasculaire cérebral;I64;Accident;"[""I64""]";"[""AVC""]";0;378;28
Séquelles d’Accident vasculaire cérébral;I69.4;Accident;"[""I69.4""]";[];0;379;40
Accident dû au courant électrique;W87.9!;Accident;"[""W87.9""]";[];0;380;33
Accident de radiation;W91.9!;Accident;"[""W91.9""]";[];0;381;21
Brûlures accidentelles ;W92.9!;Accident;"[""W92.9""]";[];0;382;23
Brûlure accidentelle liée au froid;W93.9!;Accident;"[""W93.9""]";[];0;383;34
Accident dû à un changement de pression atmosphérique;W94.9!;Accident;"[""W94.9""]";[];0;384;53
Empoisonement par du venin animal;X29.9!;Accident;"[""X29.9""]";[];0;385;33
Empoisonement par du venin vegetal;X29.9!;Accident;"[""X29.9""]";[];0;386;34
Accident de la voie publique;Y09.9!;Accident;"[""Y09.9""]";"[""AVP""]";0;387;28
Lésions d'automutilation;Y34.9!;Accident;"[""Y34.9""]";[];0;388;24
Antécédents d’un Accident vasculaire cérébral;Z86.7;Accident;"[""Z86.7""]";"[""AVC""]";0;389;45
Paralysie hystérique de l’Accommodation;"F44.88†; H58.1*";Accommodation;"[""F44.88"";""H58.1""]";[];0;390;39
Vices de réfraction;H52;Accommodation;"[""H52""]";[];0;391;19
Troubles de l’Accommodation;H52;Accommodation;"[""H52""]";[];0;392;27
Parésie de l’Accommodation;H52.5;Accommodation;"[""H52.5""]";[];0;393;26
Zona Accompagné d’autres manifestations neurologiques;B02.2†;Accompagné;"[""B02.2""]";[];0;394;53
Tétanos à l’Accouchement;A34;Accouchement;"[""A34""]";[];0;395;24
Dépression apres un Accouchement;F53.0;Accouchement;"[""F53.0""]";[];0;396;32
Rétrécissement de l’urètre comme séquelle d'un Accouchement;N35.0;Accouchement;"[""N35.0""]";[];0;397;59
Galactorrhée sans relation avec un Accouchement;N64.3;Accouchement;"[""N64.3""]";[];0;398;47
Hypertension artérielle gravidique;O10;Accouchement;"[""O10""]";"[""HTA""]";0;399;34
Cardiopathie hypertensive au cours d'une grossesse;O10.1;Accouchement;"[""O10.1""]";[];0;400;50
Néphropathie hypertensive au cours d'une grossesse;O10.2;Accouchement;"[""O10.2""]";[];0;401;50
Cardionéphropathie hypertensive au cours d'une grossesse;O10.3;Accouchement;"[""O10.3""]";[];0;402;56
Hypertension artérielle secondaire au cours d'une grossesse;O10.4;Accouchement;"[""O10.4""]";[];0;403;59
Thrombophlébite des veines pelviennes au cours de la grossesse;O22.3;Accouchement;"[""O22.3""]";[];0;404;62
Affections hépatiques au cours de la grossesse;O26.6;Accouchement;"[""O26.6""]";[];0;405;46
Subluxation de la symphyse pubienne au cours de la grossesse;O26.7;Accouchement;"[""O26.7""]";[];0;406;60
Subluxation de la symphyse pubienne au cours de l’Accouchement;O26.7;Accouchement;"[""O26.7""]";[];0;407;62
Accouchement en présence d’un léiomyome utérin;O34.1;Accouchement;"[""O34.1""]";[];0;408;46
Anomalie du tissu pelvien lors de l’Accouchement;O34.9;Accouchement;"[""O34.9""]";[];0;409;48
Adhérence du placenta sans saignement;"O43.20; O73.0";Accouchement;"[""O43.20"";""O73.0""]";[];0;410;37
Complication de l’Accouchement par une anomalie d’implantation du placenta;O44.00;Accouchement;"[""O44.00""]";[];0;411;74
Metroragies gestationnelles;O46;Accouchement;"[""O46""]";[];0;412;27
Accouchement prématuré;O60;Accouchement;"[""O60""]";[];0;413;22
Menace d'accouchement prématuré;O60.0;Accouchement;"[""O60.0""]";[];0;414;31
Contraction hypotonique de l’utérus en post accouchement;O62.2;Accouchement;"[""O62.2""]";[];0;415;56
Accouchement retardé du deuxième jumeau;O63.2;Accouchement;"[""O63.2""]";[];0;416;39
Ablation du col utérin suite à un accouchement;O65.5;Accouchement;"[""O65.5""]";[];0;417;46
Tentative d'accouchement par forceps suivie de'une cesarienne;O66.5;Accouchement;"[""O66.5""]";[];0;418;61
Hémorragie de la délivrance;O67;Accouchement;"[""O67""]";[];0;419;27
Hémorragie pendant l’Accouchement;O67.0;Accouchement;"[""O67.0""]";[];0;420;33
Travail et Accouchement compliqués d’une détresse fœtale;O68;Accouchement;"[""O68""]";[];0;421;56
Travail et Accouchement compliqués d’une anomalie du rythme cardiaque du fœtus;O68.0;Accouchement;"[""O68.0""]";[];0;422;78
Travail et Accouchement compliqués de la présence de méconium dans le liquide amniotique;O68.1;Accouchement;"[""O68.1""]";[];0;423;88
Anomalie funiculaire;O69;Accouchement;"[""O69""]";[];0;424;20
Prolapsus du cordon ombilicale;O69.0;Accouchement;"[""O69.0""]";[];0;425;30
Circulaire du cordon ombilical;O69.1;Accouchement;"[""O69.1""]";[];0;426;30
Cordon ombilical court;O69.3;Accouchement;"[""O69.3""]";[];0;427;22
Insertion vélamenteuse du cordon ombilical;O69.4;Accouchement;"[""O69.4""]";[];0;428;42
Lésions vasculaires du cordon ombilical;O69.5;Accouchement;"[""O69.5""]";[];0;429;39
Déchirure des tissus périurétraux au cours de l’Accouchement;O70.0;Accouchement;"[""O70.0""]";[];0;430;60
Rupture des tissus périurétraux au cours de l’Accouchement;O70.0;Accouchement;"[""O70.0""]";[];0;431;58
Déchirure de l’utérus pendant l’Accouchement;O71.1;Accouchement;"[""O71.1""]";[];0;432;44
Déchirure du sillon vaginal pendant l’Accouchement;O71.4;Accouchement;"[""O71.4""]";[];0;433;50
Blessure de la mère par un instrument pendant l’Accouchement;O71.9;Accouchement;"[""O71.9""]";[];0;434;60
Rétention placentaire compliquée d'hommoragie;O72.2;Accouchement;"[""O72.2""]";[];0;435;45
Rétention placentaire sans hémorragie;O73.1;Accouchement;"[""O73.1""]";[];0;436;37
Céphalée provoquée par une rachianesthésie ;O74.5;Accouchement;"[""O74.5""]";[];0;437;43
Céphalée provoquée par une anesthésie épidurale;O74.5;Accouchement;"[""O74.5""]";[];0;438;47
Épuisement maternel au cours du travail et de l’Accouchement;O75.0;Accouchement;"[""O75.0""]";[];0;439;60
Etat de choc pendant le travail et l’Accouchement;O75.1;Accouchement;"[""O75.1""]";[];0;440;49
Etat de choc après le travail et l’Accouchement;O75.1;Accouchement;"[""O75.1""]";[];0;441;47
Accouchement retardé après rupture artificielle des membranes;O75.5;Accouchement;"[""O75.5""]";[];0;442;61
Accouchement retardé après rupture spontanée;O75.6;Accouchement;"[""O75.6""]";[];0;443;44
Rupture spontanée des membranes;O75.6;Accouchement;[];[];0;444;31
Accouchement spontané eutocique;O80;Accouchement;"[""O80""]";[];0;445;31
Accouchement par forceps;O81;Accouchement;"[""O81""]";[];0;446;24
Accouchement par ventouse;O81;Accouchement;"[""O81""]";[];0;447;25
Accouchement par césarienne;O82;Accouchement;"[""O82""]";[];0;448;27
Infection d’une suture périnéale après Accouchement;O86.0;Accouchement;"[""O86.0""]";[];0;449;51
"Infection des voies urinaires; après Accouchement";O86.2;Accouchement;"[""O86.2""]";[];0;450;49
Fiévre après Accouchement;O86.4;Accouchement;"[""O86.4""]";[];0;451;25
embolies graisseuse post accouchement;O88;Accouchement;[];[];0;452;37
Syndrome hépato-rénal consécutif à l’Accouchement;O90.4;Accouchement;"[""O90.4""]";[];0;453;49
Infections mammaires associées à l’Accouchement;O91;Accouchement;"[""O91""]";[];0;454;47
Mastite non purulente associée à l’Accouchement;O91.2;Accouchement;"[""O91.2""]";[];0;455;47
Invagination du mamelon associée à l’Accouchement;O92.0;Accouchement;"[""O92.0""]";[];0;456;49
Crevasses du mamelon associées à l’Accouchement;O92.1;Accouchement;"[""O92.1""]";[];0;457;47
Mastopathies associées à l’Accouchement;O92.2;Accouchement;"[""O92.2""]";[];0;458;39
Décès matérnal en périnatale;O95;Accouchement;"[""O95""]";[];0;459;28
Tuberculose compliquant une grossesse;O98.0;Accouchement;"[""O98.0""]";[];0;460;37
Syphilis compliquant la grossesse;O98.1;Accouchement;"[""O98.1""]";[];0;461;33
Gonococcie compliquant la grossesse;O98.2;Accouchement;"[""O98.2""]";[];0;462;35
Hépatite virale compliquant la grossesse;O98.4;Accouchement;"[""O98.4""]";[];0;463;40
Maladies à protozoaires compliquant la grossesse;O98.6;Accouchement;"[""O98.6""]";[];0;464;48
Maladie due au virus de l’immunodéficience humaine [VIH] et compliquant la grossesse;O98.7;Accouchement;"[""O98.7""]";[];0;465;84
Maladie infectieuse ou parasitaire de la mère compliquant la grossesse;O98.9;Accouchement;"[""O98.9""]";[];0;466;70
Anémie compliquant la grossesse;O99.0;Accouchement;"[""O99.0""]";[];0;467;31
"Maladies endocriniennes; nutritionnelles et métaboliques compliquant la grossesse";O99.2;Accouchement;"[""O99.2""]";[];0;468;81
Troubles mentaux et maladies du système nerveux compliquant la grossesse;O99.3;Accouchement;"[""O99.3""]";[];0;469;72
Maladies de l’appareil circulatoire compliquant la grossesse;O99.4;Accouchement;"[""O99.4""]";[];0;470;60
Maladies de l’appareil respiratoire compliquant la grossesse;O99.5;Accouchement;"[""O99.5""]";[];0;471;60
Maladies de l’appareil digestif compliquant la grossesse;O99.6;Accouchement;"[""O99.6""]";[];0;472;56
Maladies de la peau et du tissu cellulaire sous-cutané compliquant la grossesse;O99.7;Accouchement;"[""O99.7""]";[];0;473;79
Nouveau-né affectés par d’autres complications du travail et de l’Accouchement;P03;Accouchement;"[""P03""]";[];0;474;78
Traumatiqme neonatal suite une extraction par le siège;P03.0;Accouchement;"[""P03.0""]";[];0;475;54
Traumatiqme neonatal suite à une extracteur pneumatique [ventouse];P03.3;Accouchement;"[""P03.3""]";[];0;476;66
Traumatiqme neonatal suite à un Accouchement par césarienne;P03.4;Accouchement;"[""P03.4""]";[];0;477;59
Lesion néonatale suite à un Accouchement prématuré;P03.5;Accouchement;"[""P03.5""]";[];0;478;50
Amputation du fœtus pour faciliter l’Accouchement;P03.8;Accouchement;"[""P03.8""]";[];0;479;49
Lésion du nerf optique au cours de l’Accouchement;P11.4;Accouchement;"[""P11.4""]";[];0;480;49
Fracture proximale de l’humérus en tant que traumatisme dû à l’Accouchement;P13.3;Accouchement;"[""P13.3""]";[];0;481;75
Hypoxie foetale intra-utérine;P20.1;Accouchement;"[""P20.1""]";[];0;482;29
Pneumonie infectieuse acquise in utero;P23;Accouchement;"[""P23""]";[];0;483;38
Pneumonie infectieuse acquise pendant l’Accouchement;P23;Accouchement;"[""P23""]";[];0;484;52
Ictère dû à un retard de la glycuronoconjugaison associée à un Accouchement prématuré;P59.0;Accouchement;"[""P59.0""]";[];0;485;85
Accretio cordis;I31.0;Accretio cordis;"[""I31.0""]";[];0;486;15
Dépôts [Accrétions] sur les dents;K03.6;Accrétion;"[""K03.6""]";[];0;487;33
Difficultés liées à l’Acculturation;Z60;Acculturation;"[""Z60""]";[];0;488;35
Acéphalie;Q00.0;Acéphalie;"[""Q00.0""]";[];0;489;9
Acéruléoplasminémie;G23.0;Acéruléoplasminémie;"[""G23.0""]";[];0;490;19
Protrusion Acétabulaire;M24.7;Acétabulaire;"[""M24.7""]";[];0;491;23
Dysplasie Acétabulaire congénitale;Q65.8;Acétabulaire;"[""Q65.8""]";[];0;492;34
Ostéochondrite juvénile de l'acétabulum;M91.0;Acétabulum;"[""M91.0""]";[];0;493;39
Fracture de l’Acétabulum;S32.4;Acétabulum;"[""S32.4""]";[];0;494;24
Myotonie répondant à l’Acétazolamide;G71.1;Acétazolamide;"[""G71.1""]";[];0;495;36
Acétazolamide;T50.2;Acétazolamide;"[""T50.2""]";[];0;496;13
Taux urinaires élevés de l'acide indol-Acétique;R82.5;Acétique;"[""R82.5""]";[];0;497;47
Déficit en succinyl-CoA Acétoacétate transférase;E71.3;Acétoacétate;"[""E71.3""]";[];0;498;48
Déficit en Acétoacétyl-CoA thiolase mitochondriale;E71.1;Acétoacétyl-CoA;"[""E71.1""]";[];0;499;50
Acétonurie;R82.4;Acétonurie;"[""R82.4""]";[];0;500;10
Acide Acétylsalicylique;Z92.2;Acétylsalicylique;"[""Z92.2""]";[];0;501;23
Déficit en composé dihydrolipoamide Acétyltransférase;E74.4;Acétyltransférase;"[""E74.4""]";[];0;502;53
Maladie de Moyamoya avec Achalasie précoce;I67.5;Achalasie;"[""I67.5""]";[];0;503;42
Cardialgie gastrique au cours d’Achalasie;K22.0;Achalasie;"[""K22.0""]";[];0;504;41
Acheiropodie;Q73.8;Acheiropodie;"[""Q73.8""]";[];0;505;12
Achiasma congénital;H47.4;Achiasma;"[""H47.4""]";[];0;506;19
Brièveté acquise du tendon d’Achille;M67.0;Achille;"[""M67.0""]";[];0;507;36
Bursite du tendon d’Achille;M76.6;Achille;"[""M76.6""]";[];0;508;27
Lésion traumatique du tendon d’Achille;S86.0;Achille;"[""S86.0""]";[];0;509;38
Achlorhydrie;K31.8;Achlorhydrie;"[""K31.8""]";[];0;510;12
Ictère acholurique familial;D58.0;Acholurique;"[""D58.0""]";[];0;511;27
Achondrogénésie;Q77.0;Achondrogénésie;"[""Q77.0""]";[];0;512;15
Achondroplasie;Q77.4;Achondroplasie;"[""Q77.4""]";[];0;513;14
Achromatopsie;H53.5;Achromatopsie;"[""H53.5""]";[];0;514;13
Lésions cutanées Achromiques de la pinta [caraté];A67.2;Achromique;"[""A67.2""]";[];0;515;49
Lésions cutanées Achromiques avec lésions cutanées hyperchromiques de la pinta [caraté];A67.3;Achromique;"[""A67.3""]";[];0;516;87
Achylia pancreatica;K86.88;Achylia pancreatica;"[""K86.88""]";[];0;517;19
Anémie par carence en Acide folique;D52;Acide;"[""D52""]";[];0;518;35
Anémie par carence alimentaire en Acide folique;D52.0;Acide;"[""D52.0""]";[];0;519;47
Anémie par carence en Acide folique;D52.9;Acide;"[""D52.9""]";[];0;520;35
Carence en acide nicotinique (tryptophane);E52;Acide;"[""E52""]";[];0;521;42
Démence au cours de carence en Acide nicotinique;"E52†; F02.8*";Acide;"[""E52"";""F02.8""]";[];0;522;48
Carence en Acide folique;E53.8;Acide;"[""E53.8""]";[];0;523;24
Carence en Acide ascorbique;E54;Acide;"[""E54""]";[];0;524;27
Carence en Acides gras essentiels;E63.0;Acide;"[""E63.0""]";[];0;525;33
Déficit en oxydase de l’Acide homogentisique;E70.2;Acide;"[""E70.2""]";[];0;526;44
Anomalies du métabolisme des acides aminés à chaîne ramifiée;E71;Acide;"[""E71""]";[];0;527;60
Anomalies du métabolisme des Acides gras;E71;Acide;"[""E71""]";[];0;528;40
Déficit en N-acyl-L-amino Acide amidohydrolase;E72.8;Acide;"[""E72.8""]";[];0;529;46
"Déficit en alpha-1;4-glucosidase Acide";E74.0;Acide;"[""E74.0""]";[];0;530;38
